relevancia,titulo,anio,revista,idioma,paises,citas,doi,bloque,consulta,fuente_api,url,revisado,pertinente,nota,resumen
4,MyNutritionApp,2024,O2 - Repositori Institucional (Universitat Oberta de Catalunya),es,,0,,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7131749164,,,,"El TFG consistirá en la creación de una aplicación móvil que permitirá a los usuarios obtener información sobre los alimentos escaneando sus códigos de barras. Para lograr esto, utilizaré la base de datos Open Food Facts, que es una fuente rica y extensa de datos nutricionales. La aplicación también ofrecerá funcionalidades adicionales, como la capacidad de determinar la aptitud de un alimento para enfermedades previamente indicadas y proporcionar recomendaciones personalizadas para mejorar la salud del consumidor. Como característica más atractiva de este trabajo es la tecnología utilizada. Hablamos de una aplicación desarrollada con el FrameWork React Native que nos permitirá programar en HTML, CSS y JavaScript para generar 3 aplicativos: IOS, Android y WEB aunque en principio, por limitaciones con la cuenta de desarrollo de IOS y el hardware dependiente (IPhone y MAC) se descarta el producto IOS • Características Principales: o Escaneo de códigos de barras para obtener información detallada sobre los alimentos desde Open Food Facts. o Evaluación de la aptitud del alimento para enfermedades específicas. o Recomendaciones basadas en las enfermedades seleccionadas o Creación en BBDD de respaldo de alimentos nuevos y consultados con las recomendaciones y enfermedades calculadas o Cálculo del Nutri-Score utilizando la librería Nutri-Score en JavaScript para nuevos alimentos o alimentos sin dicha información o Historial de alimentos consultados para un seguimiento detallado. o G"
4,A Hybrid Model for Predicting Calories in Food Items via Image Acquisition and Classification Layers,2025,,en,,0,10.1109/iccies63851.2025.11032353,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4411359303,,,,"Accurate calorie estimation from food images is essential for dietary monitoring and health management. Therefore, this research proposes a hybrid model that combines transformers and CNNs for predicting calorie values while utilizing the strengths of the former to model spatial connections and of the latter in feature extraction. The system uses a combined dataset, including five thousand unique real-world images, Open Food Facts, and Food-101, to ensure robustness in different food items and environments. Image augmentation and depth-based volume estimation are preprocessing techniques that enhance the efficacy of the model. The design has included a correlation layer, that translates features into calorie values, a transformer layer which understands the context, and a convolutional neural network layer to extract features. A complete analysis proves the exceptional performance of the model with a 98.2% accuracy and 7.24 ms mean absolute error on the test dataset. Real-time predictions can be generated using an interface, built on Streamlit. This outcome shows that the algorithm is theoretically capable of producing real-world, scalable estimates of calories."
4,Halalmate: an AI-based halal food recommendation application,2025,UiTM Institutional Repositories (Universiti Teknologi MARA),en,ID,0,,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7162614011,,,,"Finding trustworthy halal food information remains challenging for the global Muslim population, projected to reach 2.2 billion by 2030 (Research Nester, 2024). Despite a significant recovery in Muslim travel, reaching approximately 145 million international arrivals in 2023, about 90% of pre-pandemic levels of accessibility to verified halal options remain problematic, particularly in diverse regions. HALALMATE is an AI-powered mobile application addressing this need through three core features: (1) nearby halal restaurant search and validation, (2) personalised food recommendations, and (3) packaged food scanning for instant halal verification. The application integrates Google Maps scraping, OpenAI OCR for menu extraction, Open Food Facts API for product verification, and an AI chatbot for interactive recommendations. Supported by a dynamic halal database and intelligent filtering system, HALALMATE enables users to make accurate, faith-compliant food choices anywhere. This innovation combines AI technology with real-world Muslim community needs, empowering confident halal consumption decisions in the digital era."
4,Development and Optimisation of Convolutional Neural Networks (CNNs) to predict the nutrition and sustainability scores of foods from crowd sourced images.,2024,,en,,0,10.63227/707.318.44,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4407910452,,,,"This research explores the use of Convolutional Neural Networks (CNNs) for the automated classification and profiling of food products based on publicly sourced data. With the vast array of food products available worldwide and the complexity of labelling regulations, food business operators face challenges in ensuring compliance, while regulators struggle to verify adherence. This study addresses the need for efficient and accurate methods for food classification and eco/nutritional profiling. It begins with a comprehensive literature review on the application of CNNs in food product classification, followed by the collection of a large-scale dataset from Open Food Facts. A CNN architecture tailored for food product classification was developed, focusing on optimising the model's architecture and hyperparameters. Additionally, a user-friendly tool was created using Streamlit, in line with trends in the literature. The research investigates the effectiveness of this integrated approach compared to traditional manual methods. The study highlights the importance of high-quality, extensive datasets and the challenges of recognising visually complex food images. The results indicate that while the CNN models performed well during training, validation accuracy was lower, suggesting potential overfitting. Hyperparameter tuning, focusing on learning rate, optimizer type, and dropout rate, was used to mitigate this. The findings underscore the need for a balance between model complex"
4,Desarrollo e Integración de una WebApp de Nutrición en Cloud con AWS y Snowflake,2025,UPM Digital Archive (Technical University of Madrid),es,,0,,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7113085029,,,,"El presente Trabajo de Fin de Grado consiste en el desarrollo de una aplicación web full-stack centrada en la nutrición, que permite a los usuarios obtener información nutricional precisa de productos alimentarios mediante el escaneo de códigos de barras. Esta funcionalidad se apoya en una base de datos alojada en Snowflake, con más de 4 millones de registros de productos alimentarios, proveniente de Open Food Facts y otras fuentes relevantes. El backend, desarrollado con FastAPI, está compuesto por varios módulos funcionales: escaneo de productos mediante Pyzbar (‘scan.py‘), un chatbot basado en Retrieval- Augmented Generation usando Snowflake Cortex AI y Mistral (‘chat.py‘), generación de etiquetas nutricionales (‘ nutrition-label.py‘), conexión con la base de datos y lógica principal. El frontend, construido con React, incluye todos los componentes y archivos necesarios para una interfaz moderna, intuitiva y dinámica. La aplicación está contenida en Docker y automatizada mediante un pipeline de despliegue continuo en AWS. Usando GitHub como repositorio principal, AWS CodePipeline gestiona el flujo desde el repositorio, construyendo la aplicación mediante Code-Build (con ‘Dockerfile‘ y ‘buildspec.yml‘), y desplegándola finalmente en AWS Elastic Beanstalk, donde queda disponible al público. Este proyecto representa una integración sólida entre tecnologías modernas de desarrollo web, cloud computing y big data, aplicadas al ámbito de la nutrición, con el potencial de ampliars"
4,A Network-based Analysis of Ingredients Lists in Nutrient Profile Systems,2021,Current Research in Nutrition and Food Science Journal,en,US,0,10.12944/crnfsj.9.3.08,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W3217151371,,,,"It is well-established that diseases can be prevented or mitigated through dietary intervention, yet proper nutrition is one aspect consumers struggle to manage. Recent studies have shown that there are barriers to understanding the nutrition facts component of a food label which can be linked to dietary choices. In this work, we demonstrate reproducibility and replicability of a network-based method for automating the analysis of ingredients on a food product label en masse using the Open Food Facts Database and the USDA FoodData Central Branded Foods database in February 2020. Our results, which analyze the co-occurrence of 72,754 ingredients across show some consensus in labeling across FALCPA-regulated ingredients in food product labels across databases but highlight potential areas for discrepancy in consumer understanding and labeling practices for terms not subject to strict regulations. The key findings or contributions of this work include the provision of a reproducible method for quantifying the ingredients of packaged food in the United States across two nutritional profiling systems, and have identified 17 total ingredients that appear in the top 20 most co-occurring ingredients for both databases examined. We compare how of 8 FALCPA-regulated ingredients are represented in ingredients lists versus a common, but non-FALCPA regulated ingredient (corn), to demonstrate how one could examine differences between ingredient labeling between products. These findings sug"
4,Application of the WHO Nutrient Profile Model to products on the German market: Implications of proposed new legislation to limit food marketing to which children are exposed,2023,Adipositas - Ursachen Folgeerkrankungen Therapie,en,DE,0,10.1055/s-0043-1771621,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4388203436,,,,"Einleitung Exposure to marketing for foods high in sugar, salt and fat is considered a key risk factor for childhood obesity. To support efforts to limit such marketing, the World Health Organization Regional Office for Europe has developed a nutrient profile model (WHO NPM). The German government plans to use this model in new legislation on food marketing, but it has not yet been tested in Germany. Methoden We applied the WHO NPM to a random sample of 660 food and beverage products on the German market drawn from Open Food Facts. We calculated the share of products permitted for marketing towards children based on the WHO NPM’s criteria, both under current market conditions and for a number of hypothetical reformulation scenarios. Ergebnisse The median share of products permitted for marketing towards children across the model’s 22 product categories was 20% (interquartile range (IQR) 3–59%), and increased to 38% (IQR 11–73%) with model adaptations announced by the German government. In our intermediate reformulation scenario, the share of products permitted for marketing towards children increased substantially in six product categories, but changed less in the remaining categories. Schlussfolgerung The application of the WHO NPM to a random sample of food and beverage products on the German market was found to be feasible. Its use in the proposed new legislation on food marketing in Germany seems likely to serve its intended public health objectives. Practical challenges "
4,"OpenHSR: An open, FAIR-compliant dataset for modeling the health star rating system",2025,Open Research Europe,en,,0,10.12688/openreseurope.21837.1,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4417032889,,,,"Background Nutritional awareness is increasing worldwide due to rising obesity rates and the widespread use of nutrition-tracking technologies. However, nutritional labels on food packaging remain difficult for many consumers to interpret. To improve clarity, public authorities have introduced simplified front-of-pack labeling systems, such as the Health Star Rating (HSR) used in Australia and New Zealand, which summarizes a product’s overall nutritional quality. Despite its adoption, the lack of open data on Health Star Rating labeled products limits independent research, reproducibility, and data-driven policy evaluation. Methods We introduce OpenHSR, the first open, FAIR-compliant dataset (Findable, Accessible, Interoperable, and Reusable) dedicated to the Health Star Rating system. The dataset includes 246 unique food products collected from Australian supermarket websites and brand databases. Using these data, we trained and compared several regression models linear, tree-based, and neural approaches to predict Health Star Rating values from nutritional attributes, thereby developing a transparent, interpretable (“white-box”) Health Star Rating calculator. Results Machine learning models achieved strong predictive performance, with the Support Vector Regression model yielding the best overall accuracy (Mean Squared Error = 0.28). The trained models were then applied to predict Health Star Rating values for 6,554 Open Food Facts products, demonstrating scalability and gen"
4,EKSTRAKSI INFORMASI BERBASIS TRANSFORMERS PADA PRODUK PANGAN OLAHAN TERKEMAS UNTUK DETEKSI KANDUNGAN BAHAN MAKANAN,2024,University of Bengkulu Scholar Repository (University of Bengkulu),en,,0,,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7126126563,,,,"Alergen merupakan hal yang perlu dihindari oleh penderita alergi sebab reaksi alergi terparahnya, anafilaksis, dapat mengakibatkan kematian. Di Indonesia, sebanyak 21,94% dari pengeluaran penduduk dan 32,00% dari pengeluaran wisatawan mancanegara dialokasikan untuk kategori pangan. Oleh karena itu, implementasi Peraturan Badan Pengawas Obat dan Makanan (BPOM) Nomor 31 Tahun 2018 tentang pelabelan pangan olahan perlu ditegakkan guna menjamin perlindungan konsumen terhadap risiko alergen. Meskipun demikian, sangat disayangkan bahwa masih ada sejumlah individu yang belum menyadari pentingnya informasi mengenai alergen, yang pada akhirnya dapat menimbulkan risiko kesehatan bagi dirinya sendiri maupun orang di sekitarnya. Dalam penelitian ini, penulis mengembangkan arsitektur OCR-free document understanding transformer (Donut) pada dataset kemasan produk olahan yang diperoleh melalui proses scraping pada situs Alfagift dan Open Food Facts untuk tugas ekstraksi informasi, kemudian mengintegrasikannya dengan fuzzy string matching untuk mengidentifikasi kandungan alergen dalam komposisi produk olahan berdasarkan hasil ekstraksi informasi dan data alergen. Model ekstraksi informasi yang telah dikembangkan menunjukkan tingkat akurasi sebesar 98,7% dan skor F-1 sebesar 93,2%. Lebih lanjut lagi, sistem deteksi alergen yang dihasilkan menunjukkan kinerja yang sangat baik dengan tingkat akurasi mencapai 99,35%. Hasil ini mengindikasikan bahwa metode yang digunakan berhasil mendeteksi alerg"
4,Supplementary Material for: Use of the WHO Nutrient Profile Model for food marketing regulation in Germany: feasibility and public health implications,2023,Figshare,en,,0,10.6084/m9.figshare.24565009,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4394184380,,,,"Introduction: Exposure to marketing for foods high in sugar, salt, and fat is considered a key risk factor for childhood obesity. To support efforts to limit such marketing, the World Health Organization Regional Office for Europe has developed a nutrient profile model (WHO NPM). Germany’s Federal Ministry of Food and Agriculture plans to use this model in proposed new food marketing legislation, but it has not yet been tested in Germany. The present study therefore assesses the feasibility and implications of implementing the WHO NPM in Germany. Methods: We applied the WHO NPM to a random sample of 660 food and beverage products across 22 product categories on the German market drawn from Open Food Facts, a publicly available product database. We calculated the share of products permitted for marketing to children based on the WHO NPM, both under current market conditions and for several hypothetical reformulation scenarios. We also assessed effects of adaptations to and practical challenges in applying the WHO NPM. Results: The median share of products permitted for marketing to children across the model’s 22 product categories was 20% (interquartile range (IQR) 3-59%) and increased to 38% (IQR 11-73%) with model adaptations for fruit juice and milk proposed by the German government. With targeted reformulation (assuming a 30% reduction in fat, sugar, sodium, and/or energy) the share of products permitted for marketing to children increased substantially (defined as a relat"
4,Novel Plant and fungi-based Alternatives Support Nutritional Adequacy of Diets and Reduce Their Environmental Impacts,2026,Current Developments in Nutrition,en,GB,0,10.1016/j.cdnut.2026.107669,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W7135039352,,,,"Background: Evidence suggests dietary shifts away from animal-sourced toward plant-based foods benefit health and the environment. Although the United Kingdom's (UK) meat consumption has decreased, further efforts are required to meet national targets. Novel plant- and fungi-based foods (NPBFs) could offer a straightforward alternative to animal-sourced foods with a similar sensory experience. However, their impact on nutrition, the environment, and cost remains unclear. Objectives: We aimed to identify trade-offs and co-benefits of substituting specific animal-sourced foods with NPBFs in a UK minimally accepted ""basic basket"" (baseline) stratified by gender. Methods: Nine new baskets were created to assess the nutritional, environmental, and cost outcomes by substituting either all processed meats, milk, or yogurt with NPBFs (most popular, nutritionally balanced, inexpensive). Foods from the ""basic basket"" were matched with the UK food composition table. NPBF nutritional data were collected from UK supermarkets using Open Food Facts. All foods were matched with dietary environmental footprints (greenhouse gas emissions, water, and land use). Prices were manually collected from UK supermarkets. Results: Dietary environmental footprints decreased in all new baskets (‒0.39% to ‒6.94%). Nutritional outcomes varied across new baskets, with most substitutions aligned with recommended weekly averages. Baskets with the most nutritionally balanced NPBFs showed minimal nutritional dif"
4,Does the update of the Nutri-Score improve its complementarity with French dietary guidelines?,2023,European Journal of Public Health,en,FR,0,10.1093/eurpub/ckad160.1656,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4387902091,,,,"Abstract To help consumers to make healthier food choices, seven European countries have implemented the front-of-pack nutrition label Nutri-Score Six years after its implementation in France, the algorithm was updated in 2023 by the Nutri-Score European scientific committee, based on the current scientific knowledge. The present work aimed to study the complementarity of the newly-developed algorithm and the 2019 French food-based dietary guidelines (FBDG) and compare the respective performances of the new and initial algorithms. Three French food composition databases were used to have access to the food composition of the entire food supply in France: the OQALI, Open Food Facts, and Ciqual databases. Based on the FBDG, a list of 40 criteria was identified for 26 food groups and used to assess the complementarity between FBDG and the Nutri-Score. Out of the 40 criteria, 45% (18/40) were position criteria (i.e. criteria which require to have products rated favourably (A or B) (resp. unfavourably (D or E))), 35% (14/40) were discrimination between groups criteria (i.e. criteria which require a group to be discriminated over another group), and 20% (8/40) were nutrient discrimination criteria (i.e. criteria which require products in a group to be discriminated on a nutrient of interest). For the position and group discrimination criteria (32 in total), the initial algorithm met 63% (20/32) of them while the revised algorithm met 84% (27/32) of them. For the nutrient discrimina"
4,Use of the WHO Nutrient Profile Model in Germany: feasibility and public health implications,2023,European Journal of Public Health,en,DE,0,10.1093/eurpub/ckad160.345,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4387901437,,,,"Abstract Background Exposure to marketing for foods high in sugar, salt, and fat is considered a key risk factor for childhood obesity. To support efforts to limit such marketing, the World Health Organization Regional Office for Europe has developed a nutrient profile model (WHO NPM), published as second edition in March 2023. The German government plans to use this model in new food marketing legislation, but it has not yet been tested in Germany. Methods We applied the WHO NPM to a random sample of 660 food and beverage products across 22 product categories on the German market from Open Food Facts, a product database. We calculated the share of products permitted for marketing to children under current market conditions and for hypothetical reformulation scenarios. We assessed practical challenges in applying the WHO NPM and the effects of model adaptations. Results The median share of products permitted for marketing to children across the 22 categories was 20% (interquartile range (IQR) 3-59%) and increased to 38% (IQR 11-73%) with model adaptations proposed by the German government. With targeted reformulation (i.e. a 30% reduction in fat, sugar, sodium, and/or energy) the share increased substantially (defined as a relative increase by at least 50%) in several product categories (including bread, processed meat, yogurt, convenience foods, and savoury plant-based foods), but changed less in others. Practical challenges included the ascertainment of the trans-fatty acid"
4,Exposition aux additifs alimentaires et risque de pathologies chroniques : approche épidémiologique,2021,,en,FR,0,10.70675/bcb16bf8z3e12z4209zbf65z863359f7469d,D_calidad_open_food_facts,"""Open Food Facts""",OpenAlex,https://openalex.org/W4394563327,,,,"Ce travail de thèse s'articule en 3 parties. Dans une première partie descriptive, nous avons estimé l'exposition aux additifs en population générale et en particulier aux mélanges d'additifs. Nous avons d'abord étudié la distribution des additifs alimentaires dans une large base de données de produits alimentaires et de boissons disponibles sur le marché français (Open Food Facts) et identifié les mélanges fréquemment utilisés dans les formulations industrielles. Ensuite, nous avons estimé la consommation quotidienne moyenne d'une large gamme d'additifs chez les adultes français de la cohorte NutriNet-Santé, puis identifié les principaux mélanges d'additifs consommés et les profils socio-démographiques et comportementaux associés. Dans une seconde partie, nous avons étudié les associations entre la consommation de boissons sucrées et édulcorées et le risque de cancer et de maladies cardiovasculaires. Nous avons observé une association positive entre la consommation de boissons sucrées et le risque de cancer au global et du sein. Les boissons édulcorées n'étaient pas associées au risque de cancer dans cette étude, mais la puissance statistique était probablement limitée. Dans une seconde étude, nous avons montré que la consommation de boissons sucrées mais également celle de boissons édulcorées étaient associées à des risques plus élevés de maladies cardiovasculaires. Enfin, nous avons observé une association positive entre la consommation d'édulcorants, plus particulièrement"
4,Functional ice cream development with ingredient substitution and bioactive enrichment,2026,Journal of Food Science and Technology,en,BR,0,10.1007/s13197-026-06833-2,E_sustitucion_natural_sintetico,"""clean label"" colorants reformulation",OpenAlex,https://openalex.org/W7171349369,,,,"Abstract This review article discusses recent advances in the reformulation of ice cream, focusing on the transformation of this traditional product into a functional food. The analysis covers the substitution of conventional ingredients, including dairy proteins, fats, sugars, and synthetic emulsifiers, with plant-based, natural, and bioactive alternatives, aiming to meet the growing demand for healthier, more sustainable, and clean-label products. Publications from the past five years were considered, addressing dairy substitutes (soy, almond, hazelnut, sheep milk), fat replacers based on fibers and proteins, natural sweeteners (stevia, honey, fruit syrups), and natural emulsifiers (gums, pectins, plant proteins). In addition to structural substitutions, the study highlights the role of functional supplements, probiotics, prebiotics, antioxidants, vitamins, and natural colorants, in improving the nutritional value and health-promoting potential of the final product. Evidence indicates that it is possible to develop ice creams with enhanced nutritional profiles, functional properties, and physicochemical stability, although the challenge of preserving texture and sensory acceptance remains. The review proposes that hybrid formulation strategies, combining plant-based ingredients, bioactives, and sensory optimization techniques, represent a promising pathway for establishing ice cream as a functional matrix and a vehicle for bioactive compounds."
4,Colorimetric paper-based detection of phosphoric acid in packaged foods for point-of-care quality control,2026,Analytical Methods,en,IN,0,10.1039/d6ay00234j,A_colorantes_mercado_mx,"""food colorants"" ""packaged food""",OpenAlex,https://openalex.org/W7171616491,,,,"Here, we present the development of a paper-based colorimetric device for the rapid and easy quantification of phosphoric acid (PA) in packaged food samples using the phosphoantimonylmolybdenum (PMB) assay. The underlying sensing mechanism is based on the molybdenum blue reaction, in which phosphate reacts with a molybdate-antimony complex under acidic conditions and is subsequently reduced by L-ascorbic acid to develop a blue color which is quantified using smartphone imaging. The developed platform enables accurate PA determination with a LoD of 22 ppm and LoQ of 73 ppm and shows strong agreement with standard spectrophotometric results. We have evaluated 24 commercially available packaged foods spanning liquid, semi-solid, and solid matrices, requiring minimal sample preparation steps. A systematic investigation of sample-related effects revealed that strongly acidic foods frequently exhibit deviations greater than 10% relative to spectrophotometry; however, this behavior cannot be generalized and is further influenced by food colorants and matrix constituents. To quantify matrix interference, gelatin-based surrogate matrices were examined, which consistently produced higher responses on the paper platform compared with spectrophotometric analysis, affirming the significant role of the matrix. Furthermore, our on-site testing outside the laboratory settings indicates the development of an accessible and affordable tool for point-of-care settings for food quality control wi"
3,Desempenho e rendimento de carcaça de frangos de corte alimentados com mistura de aditivos fitogênicos na dieta,2014,Pesquisa Agropecuária Brasileira,,,17,10.1590/s0100-204x2014000300009,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.1590/s0100-204x2014000300009,,,," O objetivo deste trabalho foi avaliar o efeito de misturas de aditivos fitogênicos na dieta de frangos de corte, sobre seu desempenho zootécnico e rendimento de carcaça. Foram avaliados 660 pintos de sexo misto, entre 1 e 42 dias de idade, em delineamento inteiramente casualizado, com cinco tratamentos e seis repetições de 22 aves (11 machos e 11 fêmeas). Além do controle, foram avaliados tratamentos com antibiótico (10 ppm de virginiamicina) ou com misturas de aditivos fitogênicos: mistura A, 150 ppm de óleos essenciais de alecrim, cravo, gengibre e orégano; mistura B, 150 ppm de óleos essenciais de canela, sálvia, tomilho branco e óleo-resina de copaíba; e mistura A+B, 50% da mistura A e 50% da B. A mistura B proporcionou maior ganho de peso e melhor conversão alimentar das aves, no período de 36 a 42 dias de idade. No período total do experimento, o antibiótico e a mistura B proporcionaram maior ganho de peso das aves. O consumo de ração foi maior com o antibiótico do que com o controle. A mistura A+B e o tratamento controle proporcionaram maior rendimento de coxa+sobrecoxa e maior peso relativo do baço. As mistura B e A+B apresentam potencial como melhoradores de desempenho para frangos de corte. "
3,"Características bromatológicas, fermentativas e população de leveduras de silagens de cana-de-açúcar acrescidas de ureia e aditivos absorventes de umidade",2010,Revista Brasileira de Zootecnia,,,17,10.1590/s1516-35982010000500007,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.1590/s1516-35982010000500007,,,," Este trabalho foi conduzido com o objetivo de avaliar os efeitos da utilização de aditivos sobre as características fermentativas e bromatológicas e a população de leveduras da silagem de cana-de-açúcar. O experimento foi conduzido em delineamento inteiramente casualizado, com quatro repetições. Foram testadas diferentes quantidades de aditivos à cana-de-açúcar no momento da ensilagem (com base na matéria verde da forragem): 1,5% ureia; 0,5 ureia + 4% de milho; 0,5 ureia + 4% de mandioca desidratada; 1,5% de amireia e cana-de-açúcar controle. A cana-de-açúcar da variedade RB-72454, com 18 meses de rebrota, foi armazenada em silos experimentais de concreto com capacidade de 500 kg durante 180 dias. Foram avaliados os teores de matéria seca, proteína bruta, fibra em detergente neutro, fibra em detergente ácido, carboidratos não-fibrosos, cinzas, pH, nitrogênio amoniacal e lignina e a contagem de leveduras. O maior teor de matéria seca e o menor teor de fibra em detergente neutro são obtidos com a associação de ureia e milho, que melhora o padrão fermentativo na silagem. "
3,"Ractopamina, cromo-metionina e suas combinações como aditivos modificadores do metabolismo de suínos em crescimento e terminação",2010,Revista Brasileira de Zootecnia,,,13,10.1590/s1516-35982010000900015,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.1590/s1516-35982010000900015,,,," Objetivou-se neste estudo avaliar o efeito da adição de ractopamina, cromo-metionina e suas combinações em dietas para suínos em crescimento e terminação sobre o desempenho, as características de carcaça e a qualidade da carne. Sessenta e quatro suínos da linhagem Topigs, com peso inicial de 26,56 ± 3,11 kg, foram distribuídos em delineamento experimental de blocos casualizados em esquema fatorial 2 x 2, com dois níveis de ractopamina (0 e 5 ppm) e dois níveis de cromo-metionina (0 e 400 ppb), totalizando quatro dietas com oito repetições (blocos) por dieta. Em cada uma das três fases, crescimento 1 (de 26,56 kg aos 50,51 kg), crescimento 2 (de 50,51 kg aos 70,32 kg) e terminação (de 70,32 kg aos 114,80 kg), os animais receberam rações fareladas e água à vontade. Ao atingirem o peso vivo de 114,80 ± 4,98 kg, os animais foram abatidos e as carcaças avaliadas quanto ao rendimento de carcaça fria, ao comprimento de carcaça, à espessura de toucinho, à área de olho-de-lombo e à relação gordura:carne. Amostras do músculo longissimus dorsi foram retiradas para mensurações de cor, pH final e perda de peso por gotejamento. A suplementação de ractopamina melhorou a conversão alimentar, o rendimento de carcaça fria, a área de olho-de-lombo, a relação gordura:carne e a perda de peso por gotejamento e reduziu os teores de vermelho e amarelo da carne. O cromo-metionina, embora tenha ocasionado redução no consumo diário de ração, não altera as características de desempenho e de carcaça nem"
3,Fermentação ruminal e produção de metano em bovinos alimentados com feno de capim-tifton 85 e concentrado com aditivos,2010,Revista Brasileira de Zootecnia,,,13,10.1590/s1516-35982010000300022,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.1590/s1516-35982010000300022,,,," Objetivou-se avaliar o efeito do uso de monensina, complexo de leveduras, ácidos graxos poliinsaturados e aminoácidos no consumo de matéria seca e nutrientes, na estimativa da digestibilidade ruminal, nos parâmetros de fermentação ruminal (pH, concentração de nitrogênio amoniacal e de ácidos graxos de cadeia curta), na população de protozoários e na produção de metano. Foram utilizados seis bovinos e com peso corporal de 530 ± 15 kg, recebendo complexo de leveduras, ácidos graxos poliinsaturados e aminoácidos (5 g/dia); monensina (5 g/dia); caulim (5 g/dia), usado como controle adicionado à dieta composta de feno de capim-tifton 85 (Cynodon spp.); e concentrado, na relação 80:20. O delineamento experimental adotado para análise do consumo e da digestibilidade foi o de blocos completos casualizados e, para análise dos parâmetros ruminais e da produção de metano, o de parcelas subdivididas. O consumo foi influenciado pelo uso de monensina na dieta, mas não diferiu entre os aditivos. As digestibilidades da matéria seca e dos nutrientes não foram influenciadas pelo fornecimento dos aditivos. A relação acetato:propionato nos animais alimentados com a dieta com monensina foi menor que naqueles que receberam o complexo de leveduras e ácidos graxos poliinsaturados e aminoácidos, diminuindo a perda de energia na forma de metano. O pH e a concentração de nitrogênio amoniacal foram adequados para o crescimento bacteriano. A concentração de metano não é alterada pelo uso dos aditivos te"
3,Queima e aditivos químicos e bacterianos na ensilagem de cana-de-açúcar,2010,Revista Brasileira de Zootecnia,,,11,10.1590/s1516-35982010000100014,B_aditivos_envasados_mx,"""aditivos alimentarios"" preenvasados",Crossref,https://doi.org/10.1590/s1516-35982010000100014,,,," Objetivou-se avaliar o efeito da queima e do uso de aditivos (ureia, benzoato de sódio, hidróxido de sódio (NaOH), Propionibacterium acidipropionici + Lactobacillus plantarum e Lactobacillus buchneri) na ensilagem de cana-de-açúcar. Utilizou-se o delineamento inteiramente casualizado, em esquema fatorial 2 (cana-de-açúcar crua e queimada) × 6 (cinco aditivos mais o grupo controle) com três repetições. Determinaram-se as perdas durante o processo fermentativo nas formas de gases e de efluentes e a recuperação de matéria seca (MS). Maior recuperação de MS foi observada nas silagens de cana-de-açúcar queimada (77,3%) em relação às silagens de cana crua (73,1%). As recuperações de MS observadas nas silagens tratadas com NaOH ou L. buchneri foram de 84%, enquanto das silagens controle, 69%. No período após abertura, uma variável importante é a inibição da elevação do pH, nesse caso, medida pela variação do pH. Destacam-se como inibidores da variação do pH o benzoato de sódio e o L. buchneri, que promoveram variação do pH de 0,05 e 0,18 unidade de pH, respectivamente. A ensilagem da cana-de-açúcar sem aditivos, crua ou queimada, é uma estratégia que resulta em grandes perdas quantitativas, que podem ser evitadas pelo uso de aditivos. Entre os aditivos avaliados, o L. buchneri é o que atua de forma mais satisfatória nas fases de fermentação e pós-abertura de silagens de cana-de-açúcar crua ou queimada. "
