code,producto,forma_oficial,sin,codigo_e,clase,ya_en_tags
7501020539417,YOGHURT DE FRAMBUESA,rojo allura ac,SIN129,E129,sintetico,False
7501020539417,YOGHURT DE FRAMBUESA,azul brillante fcf,SIN133,E133,sintetico,False
7501209701314,LICUATTO DE NUEZ,amarillo alimentos 4,SIN102,E102,sintetico,False
7501209701314,LICUATTO DE NUEZ,azul alimentos 2,SIN133,E133,sintetico,False
7501209701352,Delighurt Durazno,amarillo alimentos 3,SIN110,E110,sintetico,False
7501209701345,Delighurt Fresa,rojo alimentos 17,SIN129,E129,sintetico,False
7501032398361,Danone con durazno,rojo allura ac,SIN129,E129,sintetico,True
7501025511289,Soful sabor Fresa,rojo betabel,SIN162,E162,natural_botanico,False
7501209701284,Delighurt Durazno,amarillo alimentos 3,SIN110,E110,sintetico,False
7501209701277,Delighurt Fresa,rojo alimentos 17,SIN129,E129,sintetico,False
7501055904792,Yoghurt Deslactosado para beber sabor Durazno,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501055361199,Yogurt fresa,rojo natural 4,SIN120,E120,carmin,False
7501059233478,LICUADO DE PLATANO CON AVENA,rojo allura ac,SIN129,E129,sintetico,True
7501005114196,Mayonesa Light Hellmann's,anaranjado alimentos 5,SIN160a(i),E160a,sintetico,False
7501005114196,Mayonesa Light Hellmann's,anaranjado alimentos 5,SIN160a(ii),E160a,natural_botanico,False
7501040093197,Licuado con Fresa y Granola,rojo 6,SIN124,E124,sintetico,False
7802410370244,crema de calabaza,annato norbixina,SIN160(b),E160b,natural_botanico,False
0070272232058,Reddi wip fat free dairy whipped topping,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501055905997,Frutal delactosado sabor fresa,rojo natural 4,SIN120,E120,carmin,False
7501055903795,Frutal con leche y fruta sabor durazno,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501055905843,Frutal con leche y fruta sabor durazno,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501040090158,Yoplait Yoghurt con Frutas Rojas,rojo 6,SIN124,E124,sintetico,False
7501040090356,"Yoplait Yohurt con Cereales, Durazno y Nueces",rojo 6,SIN124,E124,sintetico,False
7501040090080,fresa natural y probioticos,rojo 6,SIN124,E124,sintetico,False
7501040090349,Yoplait Yoghurt con cereales Fresas y almendras,rojo 6,SIN124,E124,sintetico,False
7501055902255,Yoghurt con Mango,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501055900220,Yoghurt con Durazno,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501055900206,Yoghurt con Fresa,rojo 6,SIN124,E124,sintetico,False
8410663000248,Tarta de vainilla,annato norbixina,SIN160(b),E160b,natural_botanico,False
7501020510591,Lala Yoghurt Durazno,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501020510591,Lala Yoghurt Durazno,rojo allura ac,SIN129,E129,sintetico,True
7501020510881,Lala Yoghurt Mango,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501020513639,Lala Yoghurt Cereales,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501055909278,Alpura Yoghurt con Fresa,rojo 6,SIN124,E124,sintetico,False
7501055909285,Alpura Yoghurt con Durazno,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501055909292,Alpura Yoghurt con Mango,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501032395308,Danone Durazno,rojo allura ac,SIN129,E129,sintetico,True
7501032332433,DanUp LICUADO NUEZ Y CEREAL,caramelo clase i,SIN150(a),E150,fuera_de_eje,False
7501059229884,Nestle Licuado Fresa,rojo allura ac,SIN129,E129,sintetico,False
7501013610055,MANTEQUILLA,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501059296756,Eskimal Napolitano,rojo natural 4,SIN120,E120,carmin,False
7501059296756,Eskimal Napolitano,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501059229877,Licuado Nestle,amarillo ocaso fcf,SIN110,E110,sintetico,False
7501013611267,MANTEQUILLA,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501013610048,MANTEQUILLA,extracto de annato,SIN160(b),E160b,natural_botanico,False
7506390200653,Pela Pop Kaskaraleta vainilla,caramelo clase i,SIN150(a),E150,fuera_de_eje,True
7506390200653,Pela Pop Kaskaraleta vainilla,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501020555516,Gelatina Yomi 8 Pack Lala,rojo alimentos 3,SIN122,E122,sintetico,False
7506390200745,TV Pack Nestle,rojo natural 4,SIN120,E120,carmin,False
7506390200745,TV Pack Nestle,extracto de annato,SIN160(b),E160b,natural_botanico,False
7506390200745,TV Pack Nestle,extracto de cempazuchitl,SIN161(b),E161b,natural_botanico,False
7501058616609,Paletas Lápiz de color Nestle,rojo natural 4,SIN120,E120,carmin,False
7501058616609,Paletas Lápiz de color Nestle,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501059218987,Sandwich Eskimal de Nestle,extracto de annato,SIN160(b),E160b,natural_botanico,False
7501020539400,Lala Yoghurt bebible con fresa,rojo allura ac,SIN129,E129,sintetico,False
