id,code,estrato,bloque,anotador_1,anotador_2,terminos_1,terminos_2,dudosos_1,dudosos_2,texto_utilizable_1,texto_utilizable_2,generica_1,generica_2,en_desempate
R0481,8410010802006,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0482,7501040092886,sintetico,solo_A,SI,,Amarillo 6; E180,,,,SI,,NO,,NO
R0483,753030199995,ambiguo_descartado,solo_B,,SI,,CURCUMINA; EXTRACTO DE ANNATO,,,,SI,,NO,NO
R0484,719886120411,sintetico,solo_A,SI,,rojo 40; amarillo 5,,,,SI,,NO,,NO
R0485,7501008010006,natural,comun,SI,SI,curcumina; annato,curcumina; annato,,,SI,SI,NO,NO,NO
R0486,5024593000624,ambiguo_descartado,solo_B,,SI,,paprika; annatto norbixin,,turmeric extract,,SI,,NO,NO
R0487,7500478001620,sintetico,solo_A,SI,,ROJO ALLURA AC; AZUL BRILLANTE FCF; AMARILLO OCASO FCF; TARTRAZINA; OLEORRESINA DE PAPRIKA; ACHIOTE,,,,SI,,NO,,NO
R0488,7501005190794,natural,solo_A,SI,,"amarilo
R6; amarilo 5; tartrazina; rojo 40; curcuma; oleorresina de
paprika",,,,SI,,NO,,NO
R0489,7501020561159,sintetico,comun,SI,SI,Rojo 40,Rojo 40,,,SI,SI,NO,NO,NO
R0490,47495605068,sin_deteccion,solo_A,SI,,Jugo de Frutas,,,,SI,,NO,,NO
R0491,7543806322639,natural,solo_A,SI,,curcumina,,,,SI,,NO,,NO
R0492,735257003183,sintetico,solo_B,,SI,,amarillo ocaso FCF; rojo allura AC,,,,SI,,NO,NO
R0493,7501030461289,sintetico,solo_B,,SI,,amarillo 5; amarillo 6; rojo 40; azul1,,,,SI,,NO,NO
R0494,2000000072661,natural,comun,SI,SI,betacaroteno; carmín,betacaroteno; carmín,,,SI,SI,NO,NO,NO
R0495,7506306413054,natural,comun,SI,SI,caroteno; carmín,caroteno; carmín,,,SI,SI,SI,NO,NO
R0496,7501040092589,natural,solo_A,SI,,carmín; betacaroteno; amarillo 5,,,,SI,,NO,,NO
R0497,7501055333424,sintetico,solo_B,,SI,,AMARILLO 5; AMARILLO 6; ROJO 40,,,,SI,,NO,NO
R0498,7506306307476,natural,comun,SI,SI,achiote; oleorresina de páprika,achiote; oleorresina de páprika,,,SI,SI,NO,NO,NO
R0499,7501791614184,natural,solo_B,,SI,,Rojo 40; Dióxido de  Titanio; Amarillo 5; Azul 1,,,,SI,,NO,NO
R0500,7501040006449,natural,solo_A,SI,,carmin,,,,SI,,NO,,NO
R0501,7501040094439,natural,solo_B,,SI,,Annatto; Betacarotenol,,,,SI,,NO,NO
R0502,7501791621175,ambiguo_descartado,comun,DUDOSO,DUDOSO,,,cúrcuma,cúrcuma,SI,SI,NO,NO,NO
R0503,8410069006226,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0504,7501791647175,natural,solo_B,,SI,,anaranjado natural 4; Rojo natural 4,,,,SI,,NO,NO
R0505,7502261262881,sintetico,solo_A,SI,,amarillo 5; azul 1; rojo 40; tartrazina,,,,SI,,NO,,NO
R0506,7501791659819,ambiguo_descartado,comun,SI,SI,dióxido de titanio,dióxido de titanio,,,SI,SI,NO,NO,NO
R0507,7501485801395,sin_deteccion,comun,NO,NO,,,,,SI,SI,NO,NO,NO
R0508,12142100661,ambiguo_descartado,solo_A,SI,,cúrcuma turmerico,,,,SI,,NO,,NO
R0509,7502261275744,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0510,7501013610154,natural,solo_B,,SI,,EXTRACTO DE ANNATO,,,,SI,,NO,NO
R0511,7501030473053,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0512,7501032315207,sintetico,solo_B,,SI,,carmoisina; amarillo 5; tartrazina,,,,SI,,NO,NO
R0513,757528029630,sintetico,solo_B,,NO,,,,,,SI,,NO,NO
R0514,7501791607308,ambiguo_descartado,solo_A,SI,,beta caroteno,,,,SI,,NO,,NO
R0515,7501194443091,sintetico,comun,SI,SI,AMARILLO OCASO; AZORRUBINA,AMARILLO OCASO; AZORRUBINA,,,SI,SI,NO,NO,NO
R0516,7501020515183,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0517,7501008001486,natural,solo_A,SI,,AMARILLO NO 6; CURCUMA; ROJO NO 40; ROJO NO 3; AZUL NO1,,,,SI,,NO,,NO
R0518,7301040083884,ambiguo_descartado,solo_B,,SI,,extracto de annato,,,,SI,,NO,NO
R0519,7501000612147,sintetico,solo_A,SI,,TARTRAZINA; ROJO ALLURA AC; AMARILLO OCASO FCF; AZUL BRILLANTE FCF,,,,SI,,NO,,NO
R0520,605391151364,sin_deteccion,solo_A,NO,,,,,,NO,,NO,,NO
R0521,850697002470,sintetico,comun,SI,SI,tartrazina; amarillo 5; amarillo ocaso FCF; amarillo 6,tartrazina; amarillo 5; amarillo ocaso FCF; amarillo 6,,,SI,SI,NO,NO,NO
R0522,7500608000271,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0523,7506443107748,sintetico,comun,SI,SI,rojo 6; amarillo 5; tartrazina,rojo 6; amarillo 5; tartrazina,,,SI,SI,NO,NO,NO
R0524,7501295640115,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0525,7502004719788,ambiguo_descartado,comun,SI,DUDOSO,oleorresina de pimentón; achiote,,riboflavina,riboflavina; oleorresina de pimentón; achiote,SI,SI,NO,NO,SI
R0526,7501024577064,sin_deteccion,comun,SI,SI,red 40,red 40,,,SI,SI,NO,NO,NO
R0527,7790580169312,natural,comun,SI,SI,CARMÍN; INS120; CLOROFILINA CÚPRICA; INS141ii; DIÓXIDO DE TITANIO; INS171,CARMÍN; INS120; CLOROFILINA CÚPRICA; INS141ii; DIÓXIDO DE TITANIO; INS171,,,SI,SI,NO,NO,NO
R0528,7501020566390,natural,solo_A,SI,,Carmín,,,,SI,,NO,,NO
R0529,7501040094118,sin_deteccion,comun,NO,NO,,,,,SI,SI,NO,NO,NO
R0530,7501030419464,sintetico,solo_B,,SI,,AMARILLO 5; AZUL 1,,,,SI,,NO,NO
R0531,7501025511289,natural,comun,SI,SI,colorante rojo betabel,rojo betabel,,,SI,SI,NO,NO,SI
R0532,7500810013199,sintetico,solo_A,SI,,LACA ROJO 40; AMARILLO 6; AMARILLO 5,,,,SI,,NO,,NO
R0533,7501030427834,sintetico,comun,SI,SI,amarillo 5; rojo 40,amarillo 5; rojo 40,,,SI,SI,NO,NO,NO
R0534,7506306321007,sintetico,solo_B,,SI,,tartrazina; amarillo ocaso FCF,,,,SI,,NO,NO
R0535,7501030429890,sintetico,solo_B,,NO,,,,,,SI,,NO,NO
R0536,7501071301155,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0537,19836100211,natural,comun,SI,SI,"Beta, beta-caroteno","Beta, beta-caroteno",,,SI,SI,NO,NO,NO
R0538,18627703488,sin_deteccion,solo_A,NO,,,,carbonato de calcio,,SI,,NO,,NO
R0539,7501791667524,natural,solo_A,SI,,carmín,,,,SI,,NO,,NO
R0540,7501005129947,natural,solo_B,,SI,,ACHIOTE; OLEORRESINA DE PAPRIKA,,RIBOFLAVINA,,SI,,NO,NO
R0541,769493100139,natural,solo_B,,SI,,PAPRIKA EXTRACT,,CALCIUM CARBONATE,,SI,,NO,NO
R0542,884912112217,natural,solo_B,,SI,,EXTRACTO DE ANNATO,,VITAMINA B2; RIBOFLAVINA,,SI,,NO,NO
R0543,7501253680825,natural,comun,SI,SI,paprika,paprika,,,SI,SI,NO,NO,NO
R0544,7501032398958,natural,solo_B,,SI,,caroteno; carmín,,,,SI,,NO,NO
R0545,7501147512829,sintetico,solo_A,SI,,"amarillo 6; rojo D,C5",,,,NO,,NO,,NO
R0546,7503023135009,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0547,49505090703,sin_deteccion,comun,NO,NO,,,B2,,SI,SI,NO,NO,NO
R0548,7501030497660,sintetico,solo_A,SI,,amarillo 5; rojo 40,,vitamina b2,,SI,,NO,,NO
R0549,29700001414,natural,solo_B,,SI,,annatto color,,,,SI,,SI,NO
R0550,7501008001462,natural,solo_B,,SI,,CURCUMA; ANNATO,,,,SI,,NO,NO
R0551,7501533611709,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0552,7501040000300,natural,solo_A,SI,,Carmín,,,,SI,,NO,,NO
R0553,7506306307193,natural,comun,SI,SI,cúrcuma; achiote,cúrcuma; achiote,,,SI,SI,NO,NO,NO
R0554,7506306307698,natural,solo_A,SI,,CÚRCUMA; ANARANJADO ALIMENTOS 5,,RIBOFLAVINA,,SI,,NO,,NO
R0555,7737325039486,sintetico,solo_B,,SI,,ROJO 40; AMARILLO 6; AMARILLO 5,,,,SI,,NO,NO
R0556,7501576276606,ambiguo_descartado,solo_A,SI,,betacaroteno,,,,SI,,NO,,NO
R0557,38629002365,sintetico,comun,SI,SI,azul no.1; amarillo 5; rojo 40; amarillo 6; laca azul 1; laca amarillo 5; laca rojo 40; laca amarillo 6,azul no.1; amarillo 5; rojo 40; amarillo 6; laca azul 1; laca amarillo 5; laca rojo 40; laca amarillo 6,vitamina B2,vitamina B2,SI,SI,NO,NO,NO
R0558,850697002661,sintetico,comun,SI,SI,tartrazina; amarillo FD&C 5; amarillo ocaso FCF; amarillo FD&C 6; rojo allura; roio  FD&C 40,tartrazina; amarillo FD&C 5; amarillo ocaso FCF; amarillo FD&C 6; rojo allura; roio  FD&C 40,,,SI,SI,NO,NO,NO
R0559,7501013610413,natural,solo_B,,SI,,EXTRACTO DE ANNATO,,,,SI,,NO,NO
R0560,7501055302451,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0561,7506306413368,natural,solo_A,SI,,CAROTENO,,,,SI,,NO,,NO
R0562,643795549684,sintetico,solo_A,SI,,Rojo 40; Amarillo 6; Amarillo 5,,,,SI,,NO,,NO
R0563,8719200181366,ambiguo_descartado,solo_A,SI,,annato; cúrcuma,,,,SI,,NO,,NO
R0564,735257003091,sintetico,solo_A,SI,,amarillo ocaso FCF,,,,SI,,NO,,NO
R0565,757528029692,sintetico,comun,SI,NO,amarillo 5,,,,SI,SI,NO,NO,SI
R0566,500044562286,natural,solo_A,SI,,Carmín,,,,SI,,NO,,NO
R0567,7500810038789,ambiguo_descartado,solo_A,SI,,CURCUMINA; EXTRACTO DE ANNATO,,,,SI,,NO,,NO
R0568,7501040095986,ambiguo_descartado,solo_B,,SI,,caroteno,,,,SI,,NO,NO
R0569,7501002202179,ambiguo_descartado,solo_B,,SI,,EXTRACTO DE ANNATO,,,,SI,,NO,NO
R0570,7501032395100,natural,comun,SI,SI,carmin; beta careteno; enocinina; camint; beta caroteno,carmin; beta caroteno,,,SI,SI,NO,NO,SI
R0571,70847035916,natural,comun,SI,SI,Extracto De Piel De Uva,Extracto De Piel De Uva,Vitamina B2 (Riboflavina),Vitamina B2; Riboflavina,SI,SI,NO,NO,NO
R0572,7501040004896,natural,solo_A,SI,,carmin,,,,SI,,NO,,NO
R0573,7501040010286,natural,solo_B,,SI,,carmín,,,,SI,,NO,NO
R0574,7501033952913,sin_deteccion,solo_B,,NO,,,,carbonato de calcio; riboflavina,,SI,,NO,NO
R0575,7501020565911,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0576,7500462286071,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0577,7501002612114,natural,comun,SI,SI,oleorresina de paprika; extracto de annato; beta-apo-8 carotenal,oleorresina de paprika; extracto de annato; beta-apo-8 carotenal,,,SI,SI,NO,NO,NO
R0578,608875007119,ambiguo_descartado,solo_A,SI,,curcurmina; extracto de paprika,,,,SI,,NO,,NO
R0579,738824621117,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0580,7502271918945,natural,solo_B,,SI,,DIÓXIDO DE TITANIO; AZUL 1; AMARILLO 6; ROJO 40; AMARILLO 5; AZUL 2,,,,SI,,NO,NO
R0581,7501518466164,sintetico,solo_A,SI,,color amarillo 5; tartrazina; color amarillo 6,,,,SI,,NO,,NO
R0582,541564262850,sintetico,comun,SI,SI,rojo 40,rojo 40,,,SI,SI,NO,NO,NO
R0583,7501003109095,natural,comun,SI,SI,extracto de annato,extracto de annato,,,SI,SI,NO,NO,NO
R0584,7501030430421,sin_deteccion,solo_B,,NO,,,,,,SI,,NO,NO
R0585,7501008016572,sintetico,solo_B,,SI,,amarillo No. 5; rojo No. 40; azul No. 2,,,,SI,,NO,NO
R0586,7501609001380,natural,solo_A,SI,,CARMÍN,,,,SI,,NO,,NO
R0587,7506306413375,natural,solo_B,,SI,,CAROTENO,,,,SI,,NO,NO
R0588,7503000437195,sintetico,solo_A,SI,,Color amarillo 6; amarillo,,,,NO,,NO,,NO
R0589,7503008669055,sin_deteccion,solo_A,NO,,,,,,SI,,NO,,NO
R0590,7503008708266,sintetico,comun,SI,SI,amarillo 5; azul 1,amarillo 5; azul 1,,,SI,SI,NO,NO,NO
R0591,7500478037407,sintetico,solo_B,,SI,,AMARILLO OCASO FCF; TARTRAZINA; ROJO ALLURA AC; AZUL BRILLANTE FCF,,OLEORRESINA DE PAPRIKA,,SI,,NO,NO
R0592,730399003626,sin_deteccion,comun,NO,NO,,,,,SI,SI,NO,NO,NO
R0593,7501011135581,sintetico,solo_B,,SI,,ROJO ALLURA AC; AMARILLO OCASO FCF; INDIGOTINA; TARTRAZINA,,,,SI,,NO,NO
R0594,7501040082016,ambiguo_descartado,solo_A,SI,,extracto de annato,,,,SI,,NO,,NO
R0595,7501040003844,natural,solo_B,,SI,,carmín,,,,SI,,NO,NO
R0596,7501000153800,ambiguo_descartado,solo_B,,SI,,dióxido de titanio,,,,SI,,NO,NO
R0597,7501018315337,ambiguo_descartado,comun,SI,DUDOSO,extracto de paprika; cúrcuma,,vitamina B2 (riboflavina),extracto de paprika; cúrcuma; vitamina B2; riboflavina,SI,SI,NO,NO,SI
R0598,7501000309726,sintetico,solo_A,SI,,AMARILLO 5,,,,SI,,NO,,NO
R0599,7501032398095,natural,solo_B,,SI,,beta caroteno; carmín,,,,SI,,NO,NO
R0600,7501791640930,natural,solo_B,,SI,,curcumina; azul brillante FCF; annato,,,,SI,,NO,NO
