code,descartados,texto
0078139736503,E160c,"Pollo: Pechuga de pollo deshuesada con carne de costilla, agua, aceite de soya, contiene menos de 2% de aislado de proteína de soya, carbonato de potasio, polvo de cebolla, base de pollo (dextrosa, sal, salsa de soya [agua, <span class=""allergen"">trigo</span>, <span class=""allergen"">soya</span>, sal, benzoato de sodio], puré de tomate, color caramelo, extra de levadura, goma xantana y goma de algarrobo, almidón de patata, extractos de paprika y aromatizantes naturales), jarabe de maíz, carragenina, maicena, pimienta negra, sal color caramelo, jengibre en polvo.
Salsa: Azúcar, salsa de soya (agua, <span class=""allergen"">trigo</span>, <span class=""allergen"">soya</span>, sal), agua, polvo de ajo, almidón modificado, color caramelo, jugo de jengibre, cebolla, extracto de levadura, polvo de jengibre, aceite de sésamo, (wasabi en polvo, maltodextrina)."
7501791656177,E160c,"Berenjena 25%, espárrago 21%, ajo 18%, camarón 13%, (camarón, agua y sal yodada), tomate 10%, cebolla en trozo 10%, aceite vegetal (girasol), maltodextrina, sal yodada, aceite vegetal de palma, sólidos de la leche (suero), proteína láctea, cebolla en polvo, goma guar y oleorresina de paprika."
8711200408153,E160c,"Aceite de nabina (72%), agua, vinagre de alcohol, azúcar, sal, almidones modificados, zumo de limón concentrado, aromas naturales (contiene <span class=""allergen"">MOSTAZA</span>), antioxidante (EDTA), extracto de pimentón."
0041789001925,E100,"HARINA DE TRIGO ENRIQUECIDA (<span class=""allergen"">HARINA DE TRIGO</span>, NIACINA, HIERRO REDUCIDO, MONONITRATO DE TIAMINA, RIBOFLAVINA, ACIDO FOLICO), ACEITE VEGETAL CONSERVADO CON TBHQ, SAL, VEGETALES DESHIDRATADOS 3% (MAIZ, ZANAHORIA, AJ0, CEBOLLA, CEBOLLIN), PROTEINA DE SOYA TEXTURIZADA, GLUTAMATO MONOSODICO, MALTODEXTRINA, MAIZ TRIGO Y PROTEINA DE SOYA HIDROLIZADOS, AZUCAR, EXTRACTO DE LEVADURA, CARAMELO CLASE IV, ESPECIAS (SEMILLA DE APIO), CARBONATO DE POTASIO, MONO, HEXAMETA, TRIPOLI, FOSFATO DE SODIO], SALSA DE SOYA (<span class=""allergen"">TRIGO</span>, FRIJOL DE SOYA, SAL), CARBONATO DE SODIO, SABORIZANTES NATURALES. DIOXID0 DE SILICIO (AGENTE ANTIENDURECEDOR), INOSINATO DE SODIO, GUANILATO DE SODIO, <span class=""allergen"">LACTOSA</span>, CALDO DE POLLO, <span class=""allergen"">LECITINA DE SOYA</span>, CURCUMA"
7501011127012,"E160c,E171","TOTOPOS DE MAIZ NIXTAMALIZADO CON CHILE Y ESPECIAS, SABOR SALSA VERDE. INGREDIENTES: MAÍZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [MALTODEXTRINA, GLUTAMATO MONOSÓDICO, SAL YODADA, ESPECIAS, CHILE, AZÚCAR, DEXTROSA, TOMATE, SAL DE MAR PROTEINA VEGETAL HIDROLIZADA DE SOYA Y DE MAÍZ, ÁCIDO CÍTRICO, SABORIZANTE (CONTIENE INGREDIENTES DE HUEVO), ALMIDÓN MODIFICADO, SUERO DE LECHE, GUANILATO DE SODIO, INOSINATO DE SODIO, ACEITE VEGETAL, HIDROLIZADO DE LEVADURA, ÁCIDO ACETICO, ÁCIDO MÁLICO, DIACETATO DE SODIO, DIÓXIDO DE SILICIO, GOMA ARÁBIGA, AMARILLO OCASO FCF, LACTOSA, GOMA XANTANA, TARTRAZINA, AZUL BE LLANTE FCF, ROJO ALLURA AC, CASEJNATO DE SQDIO, SACAROSA, FLSFATO DE POTASIO, MONO Y DIGLICÉRIDOS DE ACIDOS GRASOS DIOXIDO DE TITANIO, EXTRACTO DE PAPRIKA, INDIGOTINA, BHT, ÁCIDO ASCORBICO, HIDROXIDO DE ALUMINIO, SILICATO DE CALCIO."
7501011114524,E160b,"PAPA, ACEITE VEGETAL (CONTIENE TBHQ), CONDINENTO MALTODEXTRINA, SAL YODADA, ACEITE VEGETAL PARCIALMENTE HIDROGENADO, SÓLIDOS DE LA LECHE, ALMIDÓN, ÁCIDO CITRICO, GLUTAMATO MONOSODICO, SABORIZANTES, CHILE, HARINA DE MAIZ, JARABE DE MAIZ, <span class=""allergen"">QUESO</span> (0,17 %), PROTEINA DE SOYA, HIDROLIZADO DE LEVADURA, DIÓXIDO DE SILICIO, ESPECIAS, AMARILLO OCASO FCF, TARTRAZINA, GUANILATO DE SODIO, INOSINATO DE SODIO, GLUCOSA, PROTEÍNA VEGETAL HIDROLIZADA, ACHIOTE, ALMIDON MODIFICADO, ACIDO LÁCTICO,"
7501011143739,E160c,"PAPA, ACEITE VEGETAL (CONTIENE TBH) CONDIMENTO [SAL YODADA, MALTODEXTRINA, GLUTAMATO MONOSODICO, ACIDO CÍTRICO, SABORIZANTES (CONTIENE GLUTEN (CEBADA)), ESPECIAS, AZÚCAR PROTEINA VEGETA HIDROLIZADA DE SOYA Y MAÍZ, ROJO ALLURA AC, DIACETATO DE SODIO, QUESOS, ÁCID0 FUMÁRICO, AC MALICO, DIOXIDO DE SILICIO, ACEITE VEGETAL, HIDROLIZADO DE LEVADURA, ESTEARATO DE CAL OLEORRESINA DE PAPRIKA, GUANILATO DE S INOSINATO DE SODIO, SILICATO DE CALCIO, BR VEGETAL, FOSFATO DE POTASIO, ALMIDÓN MODVECADO AMARILLO OCASO FCF, CARAMELO CLASE IN ACIDO LACTICO, SÓLID0S DE JUGO DE LIMON, EXTRACTO DE CHILE, INDIGOTINA, FOSFATO TRICALCICO, MANITOL (0,002 g /100 g EN CONDIMENTO), TARTRAZINA."
7501011135024,"E160b,E160c","FRITOA: MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [SAL YODADA OPATRINA, ACIDO CITRICO, DIÓXIDO DE SILICIO, GOMA ARÁBIGA, SABORIZANTE,JUGO DE LIMON), ACHIOTE. RANCHERITOS MAIZ NIXTAMALIZADO CON SAL Y SABOR LIMON. 
RANCHERITOS , CEREAL DE MAÍZ NIXTAMALIZADO CON CHILE Y ESPECIAS. MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [CHILE, SAL YODADA TODEXTRINA, ALMIDON MODIFICADO, ACIDO CITRICO, AZUCAR, TOMATE, SAL DE MAR, ES TAMATO MONOSODICO, SÓLIDOS DE MAÍZ, HARINA DE MAIZ, HARINA DE TRIGO, DIOXIDO DE SODIO DE LEVADURA, SABORIZANTE, DEXTROSA, SOLIDOS DE JUGO DE LIMON, ROJO ALLURA A cO, AM PILLOOCASO FCF, EXTRACTO DE PAPRIKA, AZUL BRILLANTE FCF, ACEITE VEGETAL, SUERO DEL POLVO, IN SINATO DE SODIO, TARTRAZINA, PROTEINA VEGETAL HIDROLIZADA DE SOYA ANILATO DE SODIO, CARAMELO EN POLVO, DIACETATO DE SODIO, SILICATO DE CALCIO, GOMA XANTA TOSA, EXTRACTO DE APIO, ACIDO ACETICO, ACHIOTE, ÁCIDO FUMÁRICO, ÁCIDO LÁCTICO, TOCFERNITOL (002 g/100 g DE CONDIMENTO), CARAMELO CLASE IVI, ACHIOTE
CHEETOS, CEREAL DE MAIZ DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (27%), CER EITE VEGETAL (CONTIENE TBHQ), CONDIMENTO (SOLIDOS DE LA LECHE, MALTODEXTRINA, SABU DADA, QUESOS, ACETE LUEIAL, DEXTROSA, nMNA DE MAIZ, CHILE, GRASA BUTIRICA PEAL DE CON SABOR QUESO Y CHILE, REDUCIDA EN GRASA SATURADA Ui UNISODICO, DIOXIDO DE SILICIO, ÁCIDO LÁCTICO, CITRATO DE SODIO, TARTRA Erh W ACHIOTE, AMARILLO OCASO FCF, GOMA ARÁBIGA. AZUL BRILLANTE FCF, ROJ0 ALLI E SODIO, HIDROLIZADO DE LEVADURA, ÁCIDO MÁLICO, FOSFATO DE POTASIO, ACIDO CITRICO ALMIDON MODIFICADO, LECHE DESCEMADA, MONOGLICERIDOS, GUANILATO DISÓDICO, INOSINATO MANTEQUILLA, ACICOTUMILECITINA DESOYA, SORBATO DE POTASIO, HIDRÓXIDO DE SODIO DE CALCIO, FOSFATO TRICALCICO, MANITOL (0,003 g EN 100 g DE CONDIMENTO), BENZOATO DE SODIO. AMARILLO OCASO FCF CONTENE INGREDIENTES DE LECHEY SOTA."
7501011133426,E160b,"HARINA DE MAÍZ NIXTAMALIZADO DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (66%) ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [MALTODEXTRINA, SAL YODADA, SOLIDOS DE MAÍZ. CHILES, GLUTAMATO MONOSÓDICO, ACIDO CITRICO SUERO DE QUESO, ESPECIAS, ACEITE VEGETAL QUESO (4,1%), <span class=""allergen"">SUERO DE LECHE</span>, PROTEINA LACTEA, SABORIZANTES, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA, INOSINATO DE SODIO, GRASA BUTIRICA, GUANILATO DE SODIO, AMARILLO OCASO FCF, <span class=""allergen"">LACTOSA</span>, DIOXIDO DE SILICIO, HIDROLIZADO DE LEVADURA, ACIDO LÁCTICO, JARABE DE MAIZ, FOSFATO TRICALCICO, FOSFATO DE POTASIO, FOSFATO DE SODIO, TARTRAZINA, DEXTROSA, GOMA XANTANA,CARAMELO CLASE IV, GOMA ARABIGA, CASEINATO DE SODIO, ACHIOTE, ALMIDON DE MAIZ ROJO ALLURA AC, CITRATO DE SODIO, CREMA, ACIDO ACETICO, DIACETATO DE SODIO, MONO Y DIGLICERIDOS DE ACIDOS GRASOS, CULTIVOS LÁCTEOS, ENZIMAS AZUL BRILLANTE FCF, <span class=""allergen"">LECITINA DE SOYA</span>, SORBATO DE POTASIO, ÁCIDO0 MÁLICO, MANITOL (0,002 g/100 g EN CONDIMENTO)), AZÚCAR, BICARBONATO DE POTASIO."
7501011116252,"E160b,E160c","MAIZ NIXTAMALIZALDO ACEITE VEGETAL (CONTIENE Q CONDIMENTO [CHILES, SAL YODADA MALTODEXTRINA, ACIDO CITRICO DIOXIDO DE SILICIO, JUGO DE LIMÓN ROJO ALLURA AC OLEORRESINA DE CAPSICUM, OLEORRESINA DE PAPRIKA, SABORIZANTE], ACHIOTE."
7501011112254,"E160b,E160c","DE GLUTEN (CEBADA), ACIDO CITRICO, ESPECIAS SOLIDOS DE MAÍZ, DEXTROSA, HARINA DE MAIZ, TOMATE, PROTEINA VEGETAL HIDROLIZADA DE SOYA, ACEITE VEGETAL MAÍZ, ANILATO DE SODIO, ÁCIDO MÁLICO, INOSINATO SODIO, SOLIDOS DE JUGO DE LIMÓN, ÁCIDO CTICO DIOXIDO DE SILICIO, AMARILLO OCASO FCF ALMIDON MODIFICADO, ROJO ALLURA AC, EXTRACTO PAPRIKA, GRASA VEGETAL, AZUL BRILLANTE FCE GOMA XANTANA, LACTOSA, CARAMELO CLASE 1 TARTRAZINA, HIDROXIDO DE SODIO, DIÓXIDO TITANIO, HIDROLIZADO DE LEVADURA, CARAMELO CLASE IV, INDIGOTINA, EXTRACTO DE CHILE COFEROLES, ACHIOTE."
7501011111028,"E160b,E160c","MAÍZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [CHILE, SAL YODADA, MALTODEXTRINA, ALMIDON MODIFICADO, ÁCIDO CÍTRICO, AZUCAR, TOMATE, SAL DE MAR, ESPECIAS, GLUTAMATO MONOSODICO, SOLIDOS DE MAÍZ, HARINA DE MAÍŽ, HARINA DE TRIGO, DIOXIDO DE SILICIO, HIDROLIZADO DE LEVADURA, SABORIZANTE, DEXTROSA, SOIDOS DE JUGO DE LIMÓN, ROJO ALLURA AC, ÁCIDO MALICU AMARILLO OCASO FCF, EXTRACTO DE PAPRIKA, AZUL BRILLANTE FOE ACEITE VEGETAL, SUERO DE LECHE EN POLVO, INOSINATO DE SODIO TARTRAZINA, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA, FOSFATOS GUANILATO DE SODIO, CARAMELO EN POLVO, DIACETATO DE SODIO SEATO DE CALCIO, GOMA XANTANA, LACTOSA, EXTRACTO DE APIO, AGEO ACETICO, ACHIOTE, ÁCIDO FUMÁRICÓ, ACIDO LACTICO INOFEROLES, MANITOL (0,002 G/100 G DE CONDIMENTO CARAMELO CLASE IV.1, ACHIOTE."
7501011165717,E160b,"CEREAL DE MAIZ DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (27%), CEREAL DE MAÍZ ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO MALTODEXTRINA, CHILES, SAL YODADA, ACIDO CÍTRICO, DIACETATO DE SODIO, SABORIZANTES(CONTIENE INGREDIENTES DE LECHE Y GLUTEN (CEBADA)), GLUTAMATO MONOSÓDICO, ROJO ALLURA AC, SUERO DE LECHE, QUESOS, ALMIDON MODIFICADO, PROTEINA LÁCTEA, ACEITE VEGETAL, ESPECIAS, GRASA BUTIRICA GOMA ARÁBIGA, AZÚCAR, AZUL BRILLANTE FCF, ÁCIDO MÁLICO, DIOXIDO DE SILICIO, LECHE, ÁCIDO ACETICO, SOLIDOS DE MAÍZ, CITRATO DE SODIO, AMARILLO OCASO FCF, SÓLIDOS DE LA LECHE, PROTEÍNA VEGETAL HIDROLIZADA DE MAIZ, TARTRAZINA, ACHIOTE, MANTEQUILLA,BHT.], AMARILLO OCASO FCF."
7501011143777,"E160b,E160c","CEREAL DE MAÍZ DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (27%), CEREAL DE MAIZ, ACEITE VEGETAL (CONTIENE TBHO CONDIMENTO [SÓLIDOS DE LA LECHE, MALTODEXTRINA, ŠABORIZANTES, SAL YODADA,<span class=""allergen"">QUESOS</span>, ACEITE VEGETAL, DEXTROSA, HARINA DE MAÍZ, CHILE,GRASA BUTIRICA, ESPECIAS,GLUTAMATO MONOSODICO, DIOXIDO DE SILICIO, ÁCIDO LACTICO, CITRATO DE SODIO, TARTRAZINA, EXTRACTO DE PAPRIKA, ACHIOTE, AMARILLO OCASO FCF,GOMA ARÁBIGA, AZUL BRILLANTE FCF,ROJO ALLURA AC, FOSFATO DE SODIO, HIDROLIZADO DE LEVADURA, ACIDO MALICO, FOSFATO DE POTASIO, ÁCIDO CÍTRICO, ALMIDON, ALMIDÓN MODIFICADO, LECHE DESCREMADA, MONOGLICERIDOS, GUANILATO DISÓDICO, INOSINATO DISÓDICO, <span class=""allergen"">MANTEQUILLA</span>, ÁCIDO FUMÁRICO, <span class=""allergen"">LECITINA DE SOYA</span>, SORBATO DE POTASIO, HIDRÓXIDO DE SODIO, POLIFOSFATO DE CALCIO, FOSFATO TRICALCICO, MANITOL (0,003 g EN 100 g DE CONDIMENTO), BENZOATO DE SODIO, BHTJ, AMARILLO OCASO FCF."
7501011114623,E160b,"CHEETOS POFFS@ BOTANA DE CEREAL DE MAÍZ CON SABOR QUESO, REDUCIDA EN GRASA SATURADA,  CEREAL DE MAIZ DE GRANO ENTERO (CON GERMEN Y CASCARILLA) (27%), CEREAL DE MAIZ, ACEITE VEGETAL CONTIENE TBH), CONDIMENTO (MALTODEXTRINA, QUESO,SOLIDOS DE LA LECHE, SAL YODADA, ALMDON DE MAIZ,SABORIZANTE, GRASA VEGETAL, AMARILLO OCASO FCF, GLUTAMATO MONOSÓDICO, TARTRAZINA GASA BUTIRICA, ACIDO DE SILICIO, ACHIOTE, LECHE EN POLVO, ACIDO CITRICO,CLORURO DE POTASIO, FOSEFATO DESODIO FOSFATO DE POTASIO, FOSFATO TRICÁLCICO, ÁCIDO LÁCTICO, CITRATO DE SODIO, LECITINA DE SOYA, GUANILATO DE SODIO, NOSINATO DE SODIO, SORBATO DE POTASIO, ÁCIDO FUMÁRICO, ACIDO MÁLICO, MANTOL (0,02h DE CONDIMENTO, AMARILO OCASO FCF
CHEETOS@ PALOMITAS PALOMITAS DE MAÍZ CON SABOR QUESO, INGREDIENTES: MAIZ PALOMERO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [SÓLIDOS DE LA MALIODEXTRINA, ACEITE VEGETAL SAL YODADA, SABORIZANTE (CONTIENE INGREDIENTES DE GLUTEN (QUESO, ALMIDON MODIFICADO, LECHE EN POLVO, HIDROLIADO DE LEVADURA  GLUTAMATO MONOSODICO ASEINATO DE SODIO, FOSFATO DE SODIO, FOSFATO DE POTASIO, FOSFATO TRICALOCO, DIOXIDO DE SILICO ACIDO LACTICO, AMARILLO OCASO FCF, GRASA BUTRICA, PROTENA DE SOYA, TARTRAZINA CREMADA, MANTECA VEGETAL, ESPECIAS, JARABE DE MAÍZ, ACHIOTE GOMA ARÁBIGA, CLORURO DE DE MANTEQUILLA, LECITINA DE SOYA, CREMA DULCE, SORBATO DE POTASIO, TRIACETINA MOWOGUE 7 DE ACIDOS GRASOS, PROPILENGLICOL, BENZOATO DE SODIO,BHT,
CRUITOS@ WG QUESO FRITURAS DE HARINA DE MAÍZ NIXTAMALIZADO CON CHILE Y QUESO, INGREDIENTES: HARINA DE MAIZ NIXTAMALIZADO DE GRANO ENTERO (CON GERMEN:Y CASCRILA ),A VEGETAL (CONTIENE TBHQ), CONDIMENTO [MALTODENTRINA, SAL YODADA, SÓLDOS DE MAÍZ CHILES GLUTAMATO MONOSÓDICO, ACIDO CÍTRICO, SUERO DE QUESO, ESPECIAS, ACEITE VEGETAL, QUESO PROTEINA LACTEA, SABORIANTES, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA,  BUTRICA, GUANILATO DE SODIO, AMARILLO OCASO FCF,LACTOSA, DIOXIDO DE SILICO, HDROUAOE ACIDO LACTICO,JARABE DE MAIZ, FOSFATO TRICALCICO, FOSFATO DE POTASIO, FOSFATO DE SOO T DEXTROSA, GOMA XANTANA, CARAMELO CLASE IV, GOMA ARABIGA, CASEINATO DE SODIO, LECHE AL DE MAIZ, ROJO ALLURA ACIDO NITRATO DE SODIO, CREMA, ACIDO ACETICO, DIACETATO DE SODIO,MONO Y  ÁCIDOS GRASOS, CULTIVOS LÁCTEOS, ENZIMAS, AZUL BRILLANTE FCF, LECTINA DE SOYA, SORBATO DE POTACIO ACIDO MALICO, MANITOL (0,0 /100 EN CONDIMENTO AZUCAR, BICARBONATO DE POTASIO, 
DORITOS 3D' FRITURA TRIDIMENSIONAL DEHARINA DE MAÍZ NIXTAMALIZADO SABOR QUESO, INGREDIENTES: HARINA DE MAIZ, CONDIMENTO (MALTODEXTRINA, SAL YODADA, SABORIZANTES,ESPECIAS QUESOS, HARINA DE TRIGO, GRASA VEGETAL SÓLIDOS DE LA LECHE, AZÚCAR TOMATE PROTEINA VEGETAL HIDROLIZADA DE SOYA Y DE MAIZ, PROTEÍNA LACTEA, DIOXIDO DE SILICIO, LECHE DESCREMADA, GLUTAMANO MONOSODICO, GRASA BUTIRICA, ACIDO LÁCTICO, ACIDO CÍTRICO, AMARILLO OCASO FCF, CARAMELO CLASEN ALMIDON MODIFICADO, FOSFATO DE POTASIO, FOSFATO TRICÁLCACO, MAÍZ, TARTRAZINA, GUANILATO DE  INOSINATO DE SODIO, ACEITE VEGETAL CULTIVOS LACTEOS, SILICATO DE CALCIO, CREMA DULCE, HIDROLIZAN DE LEVADURA ESTEARATO DE CALCIO, ACIDO FUAAMCO, ACIDOMALICO,MANITOL (0,08g/100  HIDROXIDO DE SODIO, SAL YODADA, AZUCAR, BICARRONATO DE SODIO, TARTRAZINA, AMARILLO OCASO  MOGLICERIDOS ACETILADOS,"
2000000087048,"E160b,E160c","SABRITONES RODACAS FRITURAS DE HARINA DE TRIGO CON SABOR LIMÓN. INGREDIENTES: HARINA DE TRIGO, ACEITE VEGETAL (CONTIENE TBHO), CONDIMENTO MATODETRINA SAL YODADA, ACIDO CITRICO, AZUCAR, ALMIDON MODIFICADO JUGO DE LIMON, SABORIZANTES, ACEITE VEGETAL, TARTRAZINA, ALMIDON, SAL YODADA BICARBONATO DE SODIO, TARTRAZINA, AMARILLO OCASO FCF 

CRUJITOS FLAMIN HOT  FRITURAS DE HARINA DE MAIZ NIXTAMALIZADO CON SABORES DE QUESO, CHILEY LIMON INGREDIENTES: HARINA DE MAIZ NIXTAMALIZADO DE GRANO ENTERO (CON GERMEN YCSCARILA (62%), ACEITE VEGETAL(CONTIENE TBH), CONDIMENTO [MALTODENTRINA SAL YODADA, ACIDO CITRICO, AZÚCAR, GLUTAMATO MONOSÓDICO, PROTEINA VEGETAL. HIDROLIZADA DE SOYA, <span class=""allergen"">QUESOS</span>, LACA ROJO ALLURA AC, ESPECIAS, DIACETATO DE SODIO SABORIZANTES, ACEITE VEGETAL, CARAMELO CLASE IV, HIDROLIZADO DE LEVADURA DIOXIDO DE SILICIO, SILICATO DE CALCIO, INOSINATO DE SODIO, GUANILATO DE SODIO COMA ARABIGA, ACIDO ACÉTICO, SAL DE MAR. ALMIDÓN MODIFICADO, SOLIDOS LECHE METATO DE SODIO,LACA AMARILLO OCASO FCF,TOCOFEROLES, TARTRAZWA ACAR, BICARBOMATO DE POTASIO, SAL DE MAR, TARTRAZINA, AMARILLO 0CASOFE CONTIENE INGREDIENTES DE LECHEY SOYA. 
CHURUMAIS FRITURAS DE HARINA DE MAIZ NIXTAMALIZADO CON CHILEY SABOR LIMON INGREDIENTES: HARINA DE MAIZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE  OLEORESINA DE PAPRIKA, ACEITE VEGETAL ALMIDÓN MODIFICADO. IUGO DE AMAK CONDIMENTO JCHILES, SAL YODADA, MALTODEXTRINA, ACIDO CÍTRICO, DEXTROSA SABORIZANTES CARAMELO CLASE I, CARAMELO CLASE IV), ACHIOTE 
CHEETOS POFFS BOTANA DE CREAL DE MAÍZ CON SABORES QUESO Y CHILE REDUCIDA EN GRASAT CEREAL DE MAIZ GRANO ENTERO(CON GERMEN Y CASCARILA CEREAL DE MAIZ, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO (MALTODEXTROSA (<span class=""allergen"">QUESO</span>,SOLIDOS DE LA LECHE SAL YODADA. ALMIDÓN DE MAIZ, SABORIZANTE AMARILO OCASO FCF CLUTAMATO MONOSÓDICO, TARTRAZINA POLVO ÁCIDO CÍTRICO, CLORURO DE FOSFATO DE SODIO, FOSFATO DE POTASIO, FOSFATO TRICALCICO, ACIDO LA CTRATO DE SODIO, LECTINA DE SOYA, GUANILATO DE SODIO, INOSINATO DE SO SORBATO DE POTASIO, ACIDO FUMÁRICO, ÁCIDO MÁLICO, MANITOL (02 VE CONDIMENTOJ AMARILLO OCASO FCF."
7501030473824,E171,"Harina de trigo (gluten), relleno sabor mousse de limón 35% (azúcar, aceite vegetal, sólidos de la leche, jarabe de maíz, leche, almidón, dióxido de titanio, laca, amarilllo 5, laca azul 1, saborizante natural, ácido cítrico, lecitina de soya), azúcar, grasa vegetal, leche, jarabe de maíz de alta fructosa, huevo, sal yodada, bicarbonato de sodio, lecitina de soya, hierro, zinc, vitamina A, saborizante artificial, benzoato de sodio, TBHQ, palmitato de ascorbilo y tocoferoles, Puede contener: Ajonjolí, nuez, almendra, coco, cacahuate"
7501000132300,E171,"<span class=""allergen"">Harina de trigo</span> (<span class=""allergen"">gluten</span>), relleno sabor a chocolate blanco 34% (azúcar, grasa vegetal, sólidos de la leche, maltodextrina, glucosa, <span class=""allergen"">leche</span>, grasa butírica, saborizante artificial, <span class=""allergen"">lecitina de soya</span>, almidón, dióxido de titanio, sal yodada), azúcar, grasa vegetal, cocoa, jarabe de maíz, <span class=""allergen"">huevo</span>, bicarbonato de sodio, sal yodada, <span class=""allergen"">lecitina de soya</span>, saborizante artificial, saborizante natural, zinc, hierro, vitamina A, amarillo 6, rojo 40, azul 1, benzoato de sodio, TBHQ, palmitato de ascorbilo, palmitato de tocoferoles"
7501030433453,E171,"Azúcar, harina de trigo (gluten), huevo, jarabe de maíz, grasa y aceite vegetal, lecitina de soya, uva pasa (5%), sorbitol (4 g/100g), glicerina, leche, jarabe de maíz de alta fructosa, maltodextrina, cocoa, sólidos de la leche, mono y diglicéridos, ésteres de poliglicerol de ácidos grasos, fibra de avena, agar, monoestearato de sorbitán, alcohol etílico, sal yodada, carbonato de calcio, sorbato potásico, propionato sódico, goma xantana, alginato de sodio, saborizante natural y artificial, ácido sórbico, CMC sódica, dióxido de titanio, goma algarrobo. Puede contener ajonjolí, nuez, almendra, coco, cacahuate y amarillo 5."
7501030482437,E171,"<span class=""allergen"">Harina de trigo</span> (<span class=""allergen"">gluten</span>), cobertura de color (22%) (azúcar, grenetina, amarillo 5, jarabe de maíz, ácido cítrico, saborizante artificial, dióxido de titanio), azúcar, jarabe de maíz de alta fructosa, grasa vegetal parcialmente hidrogenada, sal yodada, bicarbonato de sodio, grasa vegetal, <span class=""allergen"">lecitina de soya</span>, zinc, hierro, vitamina A, enzimas, metabisulfito de sodio, amarillo 6, amarillo 5. Puede contener <span class=""allergen"">leche</span>, <span class=""allergen"">huevo</span>, <span class=""allergen"">ajonjolí</span>, <span class=""allergen"">nuez</span>, <span class=""allergen"">almendra</span>, coco, <span class=""allergen"">cacahuate</span>."
7501000153763,E100,"AZUCARES ANADIDOS (AZUCAR, JARABE DE MAIZ, JARABE DE MAIZ DE ALTA FRUCTOSA), HARINA DE TRIGO (GLUTEN), JALEA SABOR FRESA (18%) [AZÚCARES AÑADIDOS (JARABE DE GLUCOSA, AZÚCAR), AGUA, ALMIDÓN MODIFICADO DE MAÍZ, PECTINA, SABORIZANTES NATURALES, CITRATO DE SODIO, BENZOATO DE SODIO, ÁCIDO CÍTRICO, CARMIN, CURCUMA], GRASA VEGETAL, COCOA, GRENETINA, BICARBONATO DE SODIO, SAL YODADA, HUEVO, LECITINA DE SOYA, ESTEAROIL LACTILATO DE SODIO, SABORIZANTE NATURAL (LECHE). CONTIENE: GLUTEN, LECHE, SOYA Y HUEVO. PUEDE CONTENER: NUEZ, CACAHUATE, COCO Y ALMENDRA. ELABORADO POR: BIMBO, S.A. DE C.V.,"
7501011167674,E160b,"<span class=""allergen"">DE GLUTEN</span> (<span class=""allergen"">CEBADA</span>)), CHILE, ALMIDON MODIFICADO, HARINA DE MAIZ, JARABE DE MAIZ QUESO (0,2%), HIDROLIZADO DE LEVADURA, ÁCIDO LÁCTICO, PROTEÍNA VEGETAL HIDROLIZADA DE SOYA Y DE MAÍZ, INOSINATO DE SODIO, ESPECIAS, CLORURO DE POTASIO, CASEINATO DE SODIO, FOSFATO DE SODIO, DIOXIDO DE SILICIO, GUANILATO DE SODIO, LECHE ENTERA FERMENTADA, ACHIOTE, TARTRAZINA, AMARILLO OCASO FCF, FOSFATO DE POTASIO SILICATO DE CALCIO, CONCENTRADO DE PROTEINA LÁCTEA ACIDO FUMÁRICO, ACIDO MÁLICO, FOSFATO TRICALCICO, MANITOL (0,0004g EN 100 g DE PRODUCTO BENZOATO DE SODIO)"
7501011123588,E160b,"MAÍZ NIXTAMALIZADO, ACEITE VEGETAL (CONTIENE TBHQ), CONDIMENTO [<span class=""allergen"">QUESO</span>, ALMIDÓN, SAL YODADA, MALTODEXTRINA, GLUTAMATO MONOSÓDICO, ESPECIAS, SABORIZANTES, HARINA DE ARROZ, CHILES, GLUCOSA, <span class=""allergen"">HARINA DE TRIGO</span>, ÁCIDO CÍTRICO, INOSINATO DE SODIO, GUANILATO DE SODIO, ACEITE DE SOYA PARCIALMENTE HIDROGENADO, AZÚCAR, PROTEINA VEGETAL HIDROLIZADA DE MAÍZ, AMARILLO OCASO FCF, ALMIDÓN MODIFICADO, SÓLIDOS DE LA LECHE, TARTRAZINA, ÁCIDO LÁCTICOJ, ACHIOTE."
